2026-05-16 09:53:10.273487,75,77,152
2026-05-16 10:40:45.730689,78,69,147
2026-05-17 09:28:44.587487,80,64,144
2026-05-17 09:32:01.023778,82,64,146
2026-05-17 19:27:00.058188,210,53,263,3475.89,6.3e-05
2026-05-18 15:44:17.639039,323,81,404,7617.09,9.7e-05
